file,speaker,label
audio154.wav,Alan Watts,United Kingdom
audio155.wav,Alan Watts,United Kingdom
audio156.wav,Alan Watts,United Kingdom
audio157.wav,Alan Watts,United Kingdom
audio158.wav,Alan Watts,United Kingdom
audio159.wav,Alan Watts,United Kingdom
audio160.wav,Alan Watts,United Kingdom
audio161.wav,Alan Watts,United Kingdom
audio162.wav,Alan Watts,United Kingdom
audio163.wav,Alan Watts,United Kingdom
audio164.wav,Alan Watts,United Kingdom
audio165.wav,Alan Watts,United Kingdom
audio166.wav,Alan Watts,United Kingdom
audio167.wav,Alan Watts,United Kingdom
audio168.wav,Alan Watts,United Kingdom
audio169.wav,Alan Watts,United Kingdom
audio170.wav,Alan Watts,United Kingdom
audio171.wav,Alan Watts,United Kingdom
audio172.wav,Alan Watts,United Kingdom
audio173.wav,Alan Watts,United Kingdom
audio174.wav,Alan Watts,United Kingdom
audio175.wav,Alan Watts,United Kingdom
audio176.wav,Alan Watts,United Kingdom
audio177.wav,Alan Watts,United Kingdom
audio178.wav,Alan Watts,United Kingdom
audio179.wav,Alan Watts,United Kingdom
audio180.wav,Alan Watts,United Kingdom
audio181.wav,Alan Watts,United Kingdom
audio182.wav,Alan Watts,United Kingdom
audio183.wav,Alan Watts,United Kingdom
audio184.wav,Alan Watts,United Kingdom
audio185.wav,Alan Watts,United Kingdom
audio186.wav,Alan Watts,United Kingdom
audio187.wav,Alan Watts,United Kingdom
audio188.wav,Alan Watts,United Kingdom
audio189.wav,Alan Watts,United Kingdom
audio190.wav,Alan Watts,United Kingdom
audio191.wav,Alan Watts,United Kingdom
audio192.wav,Alan Watts,United Kingdom
audio193.wav,Alan Watts,United Kingdom
audio194.wav,Alan Watts,United Kingdom
audio195.wav,Alan Watts,United Kingdom
audio196.wav,Alan Watts,United Kingdom
audio197.wav,Alan Watts,United Kingdom
audio198.wav,Alan Watts,United Kingdom
audio199.wav,Alan Watts,United Kingdom
audio200.wav,Alan Watts,United Kingdom
audio201.wav,Alan Watts,United Kingdom
audio202.wav,Alan Watts,United Kingdom
audio203.wav,Alan Watts,United Kingdom
audio204.wav,Alan Watts,United Kingdom
audio205.wav,Alan Watts,United Kingdom
audio206.wav,Alan Watts,United Kingdom
audio207.wav,Alan Watts,United Kingdom
audio208.wav,Alan Watts,United Kingdom
audio209.wav,Alan Watts,United Kingdom
audio210.wav,Alan Watts,United Kingdom
audio211.wav,Alan Watts,United Kingdom
audio212.wav,Alan Watts,United Kingdom
audio213.wav,Alan Watts,United Kingdom
audio214.wav,Alan Watts,United Kingdom
audio215.wav,Alan Watts,United Kingdom
audio216.wav,Alan Watts,United Kingdom
audio217.wav,Alan Watts,United Kingdom
audio218.wav,Alan Watts,United Kingdom
audio219.wav,Alan Watts,United Kingdom
audio220.wav,Alan Watts,United Kingdom
audio221.wav,Alan Watts,United Kingdom
audio222.wav,Alan Watts,United Kingdom
audio223.wav,Alan Watts,United Kingdom
audio224.wav,Alan Watts,United Kingdom
audio225.wav,Alan Watts,United Kingdom
audio226.wav,Alan Watts,United Kingdom
audio227.wav,Alan Watts,United Kingdom
audio228.wav,Alan Watts,United Kingdom
audio229.wav,Alan Watts,United Kingdom
audio230.wav,Alan Watts,United Kingdom
audio231.wav,Alan Watts,United Kingdom
audio232.wav,Alan Watts,United Kingdom
audio233.wav,Alan Watts,United Kingdom
audio234.wav,Alan Watts,United Kingdom
audio235.wav,Alan Watts,United Kingdom
audio236.wav,Alan Watts,United Kingdom
audio237.wav,Alan Watts,United Kingdom
audio238.wav,Alan Watts,United Kingdom
audio239.wav,Alan Watts,United Kingdom
audio240.wav,Alan Watts,United Kingdom
audio241.wav,Alan Watts,United Kingdom
audio242.wav,Alan Watts,United Kingdom
audio243.wav,Alan Watts,United Kingdom
audio244.wav,Alan Watts,United Kingdom
audio245.wav,Alan Watts,United Kingdom
audio246.wav,Alan Watts,United Kingdom
audio247.wav,Alan Watts,United Kingdom
audio248.wav,Alan Watts,United Kingdom
audio249.wav,Alan Watts,United Kingdom
audio250.wav,Alan Watts,United Kingdom
audio251.wav,Alan Watts,United Kingdom
audio252.wav,Alan Watts,United Kingdom
audio253.wav,Alan Watts,United Kingdom
audio254.wav,Alan Watts,United Kingdom
audio255.wav,Alan Watts,United Kingdom
audio256.wav,Alan Watts,United Kingdom
audio257.wav,Alan Watts,United Kingdom
audio258.wav,Alan Watts,United Kingdom
audio259.wav,Alan Watts,United Kingdom
audio260.wav,Alan Watts,United Kingdom
audio261.wav,Alan Watts,United Kingdom
audio262.wav,Alan Watts,United Kingdom
audio263.wav,Alan Watts,United Kingdom
audio264.wav,Alan Watts,United Kingdom
audio265.wav,Alan Watts,United Kingdom
audio266.wav,Alan Watts,United Kingdom
audio267.wav,Alan Watts,United Kingdom
audio268.wav,Alan Watts,United Kingdom
audio269.wav,Alan Watts,United Kingdom
audio270.wav,Alan Watts,United Kingdom
audio271.wav,Alan Watts,United Kingdom
audio272.wav,Alan Watts,United Kingdom
audio273.wav,Alan Watts,United Kingdom
audio274.wav,Alan Watts,United Kingdom
audio275.wav,Alan Watts,United Kingdom
audio276.wav,Alan Watts,United Kingdom
audio277.wav,Alan Watts,United Kingdom
audio278.wav,Alan Watts,United Kingdom
audio279.wav,Alan Watts,United Kingdom
audio280.wav,Alan Watts,United Kingdom
audio281.wav,Alan Watts,United Kingdom
audio282.wav,Alan Watts,United Kingdom
audio283.wav,Alan Watts,United Kingdom
audio284.wav,Alan Watts,United Kingdom
audio285.wav,Alan Watts,United Kingdom
audio286.wav,Alan Watts,United Kingdom
audio287.wav,Alan Watts,United Kingdom
audio288.wav,Alan Watts,United Kingdom
audio289.wav,Alan Watts,United Kingdom
audio290.wav,Alan Watts,United Kingdom
audio291.wav,Alan Watts,United Kingdom
audio292.wav,Alan Watts,United Kingdom
audio293.wav,Alan Watts,United Kingdom
audio294.wav,Alan Watts,United Kingdom
audio295.wav,Alan Watts,United Kingdom
audio296.wav,Alan Watts,United Kingdom
audio297.wav,Alan Watts,United Kingdom
audio298.wav,Alan Watts,United Kingdom
audio299.wav,Alan Watts,United Kingdom
audio300.wav,Alan Watts,United Kingdom
audio301.wav,Alan Watts,United Kingdom
audio302.wav,Alan Watts,United Kingdom
audio303.wav,Alan Watts,United Kingdom
audio304.wav,Alan Watts,United Kingdom
audio305.wav,Alan Watts,United Kingdom
audio306.wav,Alan Watts,United Kingdom
audio307.wav,Alan Watts,United Kingdom
audio308.wav,Alan Watts,United Kingdom
audio309.wav,Alan Watts,United Kingdom
audio310.wav,Alan Watts,United Kingdom
audio311.wav,Alan Watts,United Kingdom
audio312.wav,Alan Watts,United Kingdom
audio313.wav,Alan Watts,United Kingdom
audio314.wav,Alan Watts,United Kingdom
audio315.wav,Alan Watts,United Kingdom
audio316.wav,Alan Watts,United Kingdom
audio317.wav,Alan Watts,United Kingdom
audio318.wav,Alan Watts,United Kingdom
audio319.wav,Alan Watts,United Kingdom
audio320.wav,Alan Watts,United Kingdom
audio321.wav,Alan Watts,United Kingdom
audio322.wav,Alan Watts,United Kingdom
audio323.wav,Alan Watts,United Kingdom
audio324.wav,Alan Watts,United Kingdom
audio325.wav,Alan Watts,United Kingdom
audio326.wav,Alan Watts,United Kingdom
audio327.wav,Alan Watts,United Kingdom
audio328.wav,Alan Watts,United Kingdom
audio329.wav,Alan Watts,United Kingdom
audio330.wav,Alan Watts,United Kingdom
audio331.wav,Alan Watts,United Kingdom
audio332.wav,Alan Watts,United Kingdom
audio333.wav,Alan Watts,United Kingdom
audio334.wav,Alan Watts,United Kingdom
audio335.wav,Alan Watts,United Kingdom
audio336.wav,Alan Watts,United Kingdom
audio337.wav,Alan Watts,United Kingdom
audio338.wav,Alan Watts,United Kingdom
audio339.wav,Alan Watts,United Kingdom
audio340.wav,Alan Watts,United Kingdom
audio341.wav,Alan Watts,United Kingdom
audio342.wav,Alan Watts,United Kingdom
audio343.wav,Alan Watts,United Kingdom
audio344.wav,Alan Watts,United Kingdom
audio345.wav,Alan Watts,United Kingdom
audio346.wav,Alan Watts,United Kingdom
audio347.wav,Alan Watts,United Kingdom
audio348.wav,Alan Watts,United Kingdom
audio349.wav,Alan Watts,United Kingdom
audio350.wav,Alan Watts,United Kingdom
audio351.wav,Alan Watts,United Kingdom
audio352.wav,Alan Watts,United Kingdom
audio353.wav,Alan Watts,United Kingdom
audio354.wav,Alan Watts,United Kingdom
audio355.wav,Alan Watts,United Kingdom
audio356.wav,Alan Watts,United Kingdom
audio357.wav,Alan Watts,United Kingdom
audio358.wav,Alan Watts,United Kingdom
audio359.wav,Alan Watts,United Kingdom
audio360.wav,Alan Watts,United Kingdom
audio361.wav,Alan Watts,United Kingdom
audio362.wav,Alan Watts,United Kingdom
audio363.wav,Alan Watts,United Kingdom
audio364.wav,Alan Watts,United Kingdom
audio365.wav,Alan Watts,United Kingdom
audio366.wav,Alan Watts,United Kingdom
audio367.wav,Alan Watts,United Kingdom
audio368.wav,Alan Watts,United Kingdom
audio369.wav,Alan Watts,United Kingdom
audio370.wav,Alan Watts,United Kingdom
audio371.wav,Alan Watts,United Kingdom
audio372.wav,Alan Watts,United Kingdom
audio373.wav,Alan Watts,United Kingdom
audio374.wav,Alan Watts,United Kingdom
audio375.wav,Alan Watts,United Kingdom
audio376.wav,Alan Watts,United Kingdom
audio377.wav,Alan Watts,United Kingdom
audio378.wav,Alan Watts,United Kingdom
audio379.wav,Alan Watts,United Kingdom
audio380.wav,Alan Watts,United Kingdom
audio381.wav,Alan Watts,United Kingdom
audio382.wav,Alan Watts,United Kingdom
audio383.wav,Alan Watts,United Kingdom
audio384.wav,Alan Watts,United Kingdom
audio385.wav,Alan Watts,United Kingdom
audio386.wav,Alan Watts,United Kingdom
audio387.wav,Alan Watts,United Kingdom
audio388.wav,Alan Watts,United Kingdom
audio389.wav,Alan Watts,United Kingdom
audio390.wav,Alan Watts,United Kingdom
audio391.wav,Alan Watts,United Kingdom
audio392.wav,Alan Watts,United Kingdom
audio393.wav,Alan Watts,United Kingdom
audio394.wav,Alan Watts,United Kingdom
audio395.wav,Alan Watts,United Kingdom
audio396.wav,Alan Watts,United Kingdom
audio397.wav,Alan Watts,United Kingdom
audio398.wav,Alan Watts,United Kingdom
audio399.wav,Alan Watts,United Kingdom
audio400.wav,Alan Watts,United Kingdom
audio401.wav,Alan Watts,United Kingdom
audio402.wav,Alan Watts,United Kingdom
audio403.wav,Alan Watts,United Kingdom
audio404.wav,Alan Watts,United Kingdom
audio405.wav,Alan Watts,United Kingdom
audio406.wav,Alan Watts,United Kingdom
audio407.wav,Alan Watts,United Kingdom
audio408.wav,Alan Watts,United Kingdom
audio409.wav,Alan Watts,United Kingdom
audio410.wav,Alan Watts,United Kingdom
audio411.wav,Alan Watts,United Kingdom
audio412.wav,Alan Watts,United Kingdom
audio413.wav,Alan Watts,United Kingdom
audio414.wav,Alan Watts,United Kingdom
audio415.wav,Alan Watts,United Kingdom
audio416.wav,Alan Watts,United Kingdom
audio417.wav,Alan Watts,United Kingdom
audio418.wav,Alan Watts,United Kingdom
audio419.wav,Alan Watts,United Kingdom
audio420.wav,Alan Watts,United Kingdom
audio421.wav,Alan Watts,United Kingdom
audio422.wav,Alan Watts,United Kingdom
audio423.wav,Alan Watts,United Kingdom
audio424.wav,Alan Watts,United Kingdom
audio425.wav,Alan Watts,United Kingdom
audio426.wav,Alan Watts,United Kingdom
audio427.wav,Alan Watts,United Kingdom
audio428.wav,Alan Watts,United Kingdom
audio429.wav,Alan Watts,United Kingdom
audio430.wav,Alan Watts,United Kingdom
audio431.wav,Alan Watts,United Kingdom
audio432.wav,Alan Watts,United Kingdom
audio433.wav,Alan Watts,United Kingdom
audio434.wav,Alan Watts,United Kingdom
audio435.wav,Alan Watts,United Kingdom
audio436.wav,Alan Watts,United Kingdom
audio437.wav,Alan Watts,United Kingdom
audio438.wav,Alan Watts,United Kingdom
audio439.wav,Alan Watts,United Kingdom
audio440.wav,Alan Watts,United Kingdom
audio441.wav,Alan Watts,United Kingdom
audio442.wav,Alan Watts,United Kingdom
audio443.wav,Alan Watts,United Kingdom
audio444.wav,Alan Watts,United Kingdom
audio445.wav,Alan Watts,United Kingdom
audio446.wav,Alan Watts,United Kingdom
audio447.wav,Alan Watts,United Kingdom
audio448.wav,Alan Watts,United Kingdom
audio449.wav,Alan Watts,United Kingdom
audio450.wav,Alan Watts,United Kingdom
audio451.wav,Alan Watts,United Kingdom
audio452.wav,Alan Watts,United Kingdom
audio453.wav,Alan Watts,United Kingdom
audio454.wav,Alan Watts,United Kingdom
audio455.wav,Alan Watts,United Kingdom
audio456.wav,Alan Watts,United Kingdom
audio457.wav,Alan Watts,United Kingdom
audio458.wav,Alan Watts,United Kingdom
audio459.wav,Alan Watts,United Kingdom
audio460.wav,Alan Watts,United Kingdom
audio461.wav,Alan Watts,United Kingdom
audio462.wav,Alan Watts,United Kingdom
audio463.wav,Alan Watts,United Kingdom
audio464.wav,Alan Watts,United Kingdom
audio465.wav,Alan Watts,United Kingdom
audio466.wav,Alan Watts,United Kingdom
audio467.wav,Alan Watts,United Kingdom
audio468.wav,Alan Watts,United Kingdom
audio469.wav,Alan Watts,United Kingdom
audio470.wav,Alan Watts,United Kingdom
audio471.wav,Alan Watts,United Kingdom
audio472.wav,Alan Watts,United Kingdom
audio473.wav,Alan Watts,United Kingdom
audio474.wav,Alan Watts,United Kingdom
audio475.wav,Alan Watts,United Kingdom
audio476.wav,Alan Watts,United Kingdom
audio477.wav,Alan Watts,United Kingdom
audio478.wav,Alan Watts,United Kingdom
audio479.wav,Alan Watts,United Kingdom
audio480.wav,Alan Watts,United Kingdom
audio481.wav,Alan Watts,United Kingdom
audio482.wav,Alan Watts,United Kingdom
audio483.wav,Alan Watts,United Kingdom
audio484.wav,Alan Watts,United Kingdom
audio485.wav,Alan Watts,United Kingdom
audio486.wav,Alan Watts,United Kingdom
audio487.wav,Alan Watts,United Kingdom
audio488.wav,Alan Watts,United Kingdom
audio489.wav,Alan Watts,United Kingdom
audio490.wav,Alan Watts,United Kingdom
audio491.wav,Alan Watts,United Kingdom
audio492.wav,Alan Watts,United Kingdom
audio493.wav,Alan Watts,United Kingdom
audio494.wav,Alan Watts,United Kingdom
audio495.wav,Alan Watts,United Kingdom
audio496.wav,Alan Watts,United Kingdom
audio497.wav,Alan Watts,United Kingdom
audio498.wav,Alan Watts,United Kingdom
audio499.wav,Alan Watts,United Kingdom
audio500.wav,Alan Watts,United Kingdom
audio501.wav,Alan Watts,United Kingdom
audio502.wav,Alan Watts,United Kingdom
audio503.wav,Alan Watts,United Kingdom
audio504.wav,Alan Watts,United Kingdom
audio505.wav,Alan Watts,United Kingdom
audio506.wav,Alan Watts,United Kingdom
audio507.wav,Alan Watts,United Kingdom
audio508.wav,Alan Watts,United Kingdom
audio509.wav,Alan Watts,United Kingdom
audio510.wav,Alan Watts,United Kingdom
audio511.wav,Alan Watts,United Kingdom
audio512.wav,Alan Watts,United Kingdom
audio513.wav,Alan Watts,United Kingdom
audio514.wav,Alan Watts,United Kingdom
audio515.wav,Alan Watts,United Kingdom
audio516.wav,Alan Watts,United Kingdom
audio517.wav,Alan Watts,United Kingdom
audio518.wav,Alan Watts,United Kingdom
audio519.wav,Alan Watts,United Kingdom
audio520.wav,Alan Watts,United Kingdom
audio521.wav,Alan Watts,United Kingdom
audio522.wav,Alan Watts,United Kingdom
audio523.wav,Alan Watts,United Kingdom
audio524.wav,Alan Watts,United Kingdom
audio525.wav,Alan Watts,United Kingdom
audio526.wav,Alan Watts,United Kingdom
audio527.wav,Alan Watts,United Kingdom
audio528.wav,Alan Watts,United Kingdom
audio529.wav,Alan Watts,United Kingdom
audio530.wav,Alan Watts,United Kingdom
audio531.wav,Alan Watts,United Kingdom
audio532.wav,Alan Watts,United Kingdom
audio533.wav,Alan Watts,United Kingdom
audio534.wav,Alan Watts,United Kingdom
audio535.wav,Alan Watts,United Kingdom
audio536.wav,Alan Watts,United Kingdom
audio537.wav,Alan Watts,United Kingdom
audio538.wav,Alan Watts,United Kingdom
audio539.wav,Alan Watts,United Kingdom
audio540.wav,Alan Watts,United Kingdom
audio541.wav,Alan Watts,United Kingdom
audio542.wav,Alan Watts,United Kingdom
audio543.wav,Alan Watts,United Kingdom
audio544.wav,Alan Watts,United Kingdom
audio545.wav,Alan Watts,United Kingdom
audio546.wav,Alan Watts,United Kingdom
audio547.wav,Alan Watts,United Kingdom
audio548.wav,Alan Watts,United Kingdom
audio549.wav,Alan Watts,United Kingdom
audio550.wav,Alan Watts,United Kingdom
audio551.wav,Alan Watts,United Kingdom
audio552.wav,Alan Watts,United Kingdom
audio553.wav,Alan Watts,United Kingdom
audio554.wav,Alan Watts,United Kingdom
audio555.wav,Alan Watts,United Kingdom
audio556.wav,Alan Watts,United Kingdom
audio557.wav,Alan Watts,United Kingdom
audio558.wav,Alan Watts,United Kingdom
audio559.wav,Alan Watts,United Kingdom
audio560.wav,Alan Watts,United Kingdom
audio561.wav,Alan Watts,United Kingdom
audio562.wav,Alan Watts,United Kingdom
audio563.wav,Alan Watts,United Kingdom
audio564.wav,Alan Watts,United Kingdom
audio565.wav,Alan Watts,United Kingdom
audio566.wav,Alan Watts,United Kingdom
audio567.wav,Alan Watts,United Kingdom
audio568.wav,Alan Watts,United Kingdom
audio569.wav,Alan Watts,United Kingdom
audio570.wav,Alan Watts,United Kingdom
audio571.wav,Alexandria Ocasio-Cortez,United States
audio572.wav,Alexandria Ocasio-Cortez,United States
audio573.wav,Alexandria Ocasio-Cortez,United States
audio574.wav,Alexandria Ocasio-Cortez,United States
audio575.wav,Alexandria Ocasio-Cortez,United States
audio576.wav,Alexandria Ocasio-Cortez,United States
audio577.wav,Alexandria Ocasio-Cortez,United States
audio578.wav,Alexandria Ocasio-Cortez,United States
audio579.wav,Alexandria Ocasio-Cortez,United States
audio580.wav,Alexandria Ocasio-Cortez,United States
audio581.wav,Alexandria Ocasio-Cortez,United States
audio582.wav,Alexandria Ocasio-Cortez,United States
audio583.wav,Alexandria Ocasio-Cortez,United States
audio584.wav,Alexandria Ocasio-Cortez,United States
audio585.wav,Alexandria Ocasio-Cortez,United States
audio586.wav,Alexandria Ocasio-Cortez,United States
audio587.wav,Alexandria Ocasio-Cortez,United States
audio588.wav,Alexandria Ocasio-Cortez,United States
audio589.wav,Alexandria Ocasio-Cortez,United States
audio590.wav,Alexandria Ocasio-Cortez,United States
audio591.wav,Alexandria Ocasio-Cortez,United States
audio592.wav,Alexandria Ocasio-Cortez,United States
audio593.wav,Alexandria Ocasio-Cortez,United States
audio594.wav,Alexandria Ocasio-Cortez,United States
audio595.wav,Alexandria Ocasio-Cortez,United States
audio596.wav,Alexandria Ocasio-Cortez,United States
audio597.wav,Alexandria Ocasio-Cortez,United States
audio598.wav,Alexandria Ocasio-Cortez,United States
audio599.wav,Alexandria Ocasio-Cortez,United States
audio600.wav,Alexandria Ocasio-Cortez,United States
audio601.wav,Alexandria Ocasio-Cortez,United States
audio602.wav,Alexandria Ocasio-Cortez,United States
audio603.wav,Alexandria Ocasio-Cortez,United States
audio604.wav,Alexandria Ocasio-Cortez,United States
audio605.wav,Alexandria Ocasio-Cortez,United States
audio606.wav,Alexandria Ocasio-Cortez,United States
audio607.wav,Alexandria Ocasio-Cortez,United States
audio608.wav,Alexandria Ocasio-Cortez,United States
audio609.wav,Alexandria Ocasio-Cortez,United States
audio610.wav,Alexandria Ocasio-Cortez,United States
audio611.wav,Alexandria Ocasio-Cortez,United States
audio612.wav,Alexandria Ocasio-Cortez,United States
audio613.wav,Alexandria Ocasio-Cortez,United States
audio614.wav,Alexandria Ocasio-Cortez,United States
audio615.wav,Alexandria Ocasio-Cortez,United States
audio616.wav,Alexandria Ocasio-Cortez,United States
audio617.wav,Alexandria Ocasio-Cortez,United States
audio618.wav,Alexandria Ocasio-Cortez,United States
audio619.wav,Alexandria Ocasio-Cortez,United States
audio620.wav,Alexandria Ocasio-Cortez,United States
audio621.wav,Alexandria Ocasio-Cortez,United States
audio622.wav,Alexandria Ocasio-Cortez,United States
audio623.wav,Alexandria Ocasio-Cortez,United States
audio624.wav,Alexandria Ocasio-Cortez,United States
audio625.wav,Alexandria Ocasio-Cortez,United States
audio626.wav,Alexandria Ocasio-Cortez,United States
audio627.wav,Alexandria Ocasio-Cortez,United States
audio628.wav,Alexandria Ocasio-Cortez,United States
audio629.wav,Alexandria Ocasio-Cortez,United States
audio630.wav,Alexandria Ocasio-Cortez,United States
audio631.wav,Alexandria Ocasio-Cortez,United States
audio632.wav,Alexandria Ocasio-Cortez,United States
audio633.wav,Alexandria Ocasio-Cortez,United States
audio634.wav,Alexandria Ocasio-Cortez,United States
audio635.wav,Alexandria Ocasio-Cortez,United States
audio636.wav,Alexandria Ocasio-Cortez,United States
audio637.wav,Alexandria Ocasio-Cortez,United States
audio638.wav,Alexandria Ocasio-Cortez,United States
audio639.wav,Alexandria Ocasio-Cortez,United States
audio640.wav,Alexandria Ocasio-Cortez,United States
audio641.wav,Alexandria Ocasio-Cortez,United States
audio642.wav,Alexandria Ocasio-Cortez,United States
audio643.wav,Alexandria Ocasio-Cortez,United States
audio644.wav,Alexandria Ocasio-Cortez,United States
audio645.wav,Alexandria Ocasio-Cortez,United States
audio646.wav,Alexandria Ocasio-Cortez,United States
audio647.wav,Alexandria Ocasio-Cortez,United States
audio648.wav,Alexandria Ocasio-Cortez,United States
audio649.wav,Alexandria Ocasio-Cortez,United States
audio650.wav,Alexandria Ocasio-Cortez,United States
audio651.wav,Alexandria Ocasio-Cortez,United States
audio652.wav,Alexandria Ocasio-Cortez,United States
